name,cpu,ram,gpu,storage,screen_size,screen_resolution,screen_tech,battery,os,color,price,rating,review_text
Laptop Lenovo V15 G4 IRU 83A100PMVN,"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB","2 khe (8GB Soldered DDR4-3200 + 8GB SO-DIMM DDR4-3200, tối đa 16GB)",Intel UHD Graphics,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (tối đa 1TB),15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC","38Wh, 65W Round Tip (3-pin)","Windows 11 Home Single Language, English",Xám,15.990.000₫,,
Laptop Lenovo LOQ 15IAX9E 83LK0079VN,"Intel Core i5-12450HX, 8C (4P + 4E) / 12T, P-core up to 4.4GHz, E-core up to 3.1GHz, 12MB","1 khe (1x 16GB, nâng cấp tối đa 32GB DDR5-4800)","NVIDIA GeForce RTX 3050 6GB GDDR6, Boost Clock 1432MHz, TGP 65W, 142 AI TOPS","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD tối đa 1TB mỗi ổ)",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 100% sRGB","57Wh
135W Slim Tip (3-pin)","Windows 11 Home Single Language, English",Xám,21.490.000₫,4.7 sao/ (7 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Có thể nâng lên 32GB ram đc ko shop || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Máy chạy rất mượt, hãng tư vấn rất nhiệt tình, bên giao hàg cũng nhanh. Mỗi tội... || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Cho mình hỏi khi nào mới có đợt giảm giá lại ạ || Thời lượng pin Khoẻ | Hiệu năng Ổn định | Chất lượng hiển thị của màn hình Màu sắc hiển thị chuẩn | Ngoại hình và cấu hình ở mức tốt || Dịch vụ quà tặng kèm không có"
Laptop Lenovo LOQ 15AHP10 83JG0047VN,"AMD Ryzen 7 250 (8 lõi / 16 luồng, 3.3 / 5.1GHz, 8MB L2 / 16MB L3)","2 khe (1 x 16GB, tối đa 32GB)","NVIDIA GeForce RTX 5050 8GB GDDR7, Boost Clock 2662MHz, TGP 100W, 440 AI TOPS","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD, up to 1TB mỗi ổ)",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 100% sRGB
G-SYNC","60Wh, 170W Slim Tip (3-pin)","Windows 11 Home Single Language, English + Office Trial + Lenovo AI Now",Xám,30.990.000₫,,
Laptop Lenovo IdeaPad Slim 3 14IRH10 83K00008VN,"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB","2 khe (8GB Onboard + 8GB DDR5-4800, nâng cấp tối đa 24GB (8GB Onboard + 16GB SO-DIMM))",Intel UHD Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, nâng cấp lên đến 1TB)",14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC",60Wh (Đầu tròn 65W (3 chân),"Windows 11 Home Single Language, English",Xám,15.990.000₫,5 sao/ (7 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Lap này mua không tặng bộ Microsoft office hả shop || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | Tư vấn nhiệt tình"
Laptop Lenovo IdeaPad Slim 5 OLED 14AKP10 83HX001JVN,"AMD Ryzen AI 7 350 (8 lõi / 16 luồng, 2.0 / 5.0GHz, 8MB L2 / 16MB L3)","2 khe (2 x 16GB SO-DIMM DDR5-5600, tối đa 32GB)",AMD Radeon 860M Graphics,"1TB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD lên đến 1TB)",14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits Glossy
Độ phủ màu 100% DCI-P3
DisplayHDR True Black 500",60Wh (65W USB-C Slim (Wall-mount)),"Windows 11 Home Single Language, English",Xám,25.990.000₫,,
Laptop Lenovo LOQ 15ARP9 83JC00M3VN,"AMD Ryzen 5 7235HS (4 lõi / 8 luồng, 3.2 / 4.2GHz, 2MB L2 / 8MB L3)","2 khe (2 x 8GB, nâng cấp tối đa 32GB DDR5-4800)","NVIDIA GeForce RTX 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W","1TB SSD M.2 2242 PCIe 4.0x4 NVMe (Hỗ trợ tối đa 2 ổ M.2 SSD, mỗi ổ M.2 2242 dung lượng đến 1TB)",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 100% sRGB
G-SYNC","60Wh, 170W Slim Tip (3-pin)","Windows 11 Home Single Language, English",Xám,23.190.000₫,,
Laptop Lenovo LOQ 15IRX10 83JE00PEVN,"Intel Core i7-13650HX, 14 lõi (6P + 8E) / 20 luồng, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB","2 khe (1 x 16GB, nâng cấp tối đa 32GB DDR5-4800)","NVIDIA GeForce RTX 5050 8GB GDDR7, Boost Clock 2370MHz, TGP 100W, 440 AI TOPS","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Hỗ trợ tối đa 2 ổ M.2 2242 SSD, mỗi ổ tối đa 1TB)",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 100% sRGB
G-SYNC","60Wh, 170W Slim Tip (3-pin)","Windows 11 Home Single Language, English + Office Trial + Lenovo AI Now",Xám,33.490.000₫,,
Laptop Lenovo LOQ 15ARP10E 83S0007AVN,"AMD Ryzen 7 7735HS (8 lõi / 16 luồng, 3.2 / 4.75GHz, 4MB L2 / 16MB L3)",2 khe (1 x 16GB),"NVIDIA GeForce RTX 3050 6GB GDDR6, Boost Clock 990MHz, TGP 65W","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x SSD M.2 dung lượng tối đa 1TB mỗi ổ)",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 100% sRGB
FreeSync","57.5Wh, 135W Slim Tip (3-pin)","Windows 11 Home Single Language, English",Xám,23.990.000₫,,
Laptop Lenovo Legion 5 15IRX10 83LY00HQVN,"Intel Core i7-13650HX, 14 lõi (6P + 8E) / 20 luồng, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB","2 khe (1 x 16GB, nâng cấp tối đa 32GB)","NVIDIA GeForce RTX 5060 8GB GDDR7, Boost Clock 2497MHz, TGP 115W, 572 AI TOPS","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Hai khe cắm M.2 2280 PCIe 4.0 x4, tối đa 1TB mỗi ổ)",15.3 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 100% sRGB
Dolby Vision","80Wh, 245W Slim Tip (3-pin)","Windows 11 Home Single Language, English + Office Home 2024 + Lenovo AI Now",Đen,37.990.000₫,,
Laptop Lenovo IdeaPad Slim 5 14IRH10R 83J0006EVN,"Intel Core 5 210H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.2 / 4.8GHz, E-core 1.6 / 3.6GHz, 12MB","2 khe (2x 8GB, tối đa 32GB)",Intel Graphics,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits
Độ phủ màu 100% DCI-P3
DisplayHDR True Black 500","60Wh, 65W USB-C Slim (Wall-mount)","Windows 11 Home Single Language, English",Xám,19.990.000₫,,
Laptop Lenovo LOQ 15ARP9 83JC00LVVN,"AMD Ryzen 5 7235HS (4 lõi / 8 luồng, 3.2 / 4.2GHz, 2MB L2 / 8MB L3)","2 khe (2 x 8GB, nâng cấp tối đa 32GB DDR5-4800)","NVIDIA GeForce RTX 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W","512GB SSD M.2 2242 PCIe 4.0x4 NVMe, Hỗ trợ tối đa 2 ổ M.2 SSD (M.2 2242, tối đa 1TB mỗi ổ)",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 100% sRGB
G-SYNC","60Wh, 170W Slim Tip (3-pin)","Windows 11 Home Single Language, English",Xám,25.490.000₫,5 sao/ (1 đánh giá),"Thời lượng pin Đủ dùng | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Rực rỡ, sắc nét | Dùng với các game tầm trung ổn, hiệu năng khoẻ với mức giá rẻ,màn hình sắc nét,hệ thống tản nhiệt ổn mà có vẻ hơi ồn"
Laptop Lenovo LOQ 15ARP10E 83S0006QVN,"AMD Ryzen 7 7735HS (8 lõi / 16 luồng, 3.2 / 4.75GHz, 4MB L2 / 16MB L3)",2 khe (1 x 16GB),"NVIDIA GeForce RTX 3050 6GB GDDR6, Boost Clock 990MHz, TGP 65W","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x SSD M.2 dung lượng tối đa 1TB mỗi ổ)",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 100% sRGB
FreeSync","57.5Wh, 135W Slim Tip (3-pin)","Windows 11 Home Single Language, English",Xám,23.490.000₫,,
Laptop Lenovo Legion 5 15IRX10 83LY004GVN,"Intel Core i7-14700HX, 20 lõi (8P + 12E) / 28 luồng, P-core 2.1 / 5.5GHz, E-core 1.5 / 3.9GHz, 33MB","2 khe (2x 12GB, nâng cấp tối đa 32GB)","NVIDIA GeForce RTX 5070 8GB GDDR7, Boost Clock 2347MHz, TGP 115W, 798 AI TOPS",1TB SSD M.2 2242 PCIe 4.0x4 NVMe,15.1 inches,2560 x 1600 (WQXGA),"Độ sáng 500nits
Độ phủ màu 100% DCI-P3
Dolby Vision
DisplayHDR True Black 600","80Wh, 245W Slim Tip (3-pin)","Windows 11 Home Single Language, English + Office Home 2024 + Lenovo AI Now",Đen,46.990.000₫,,
Laptop Lenovo ThinkPad L16 Gen 2 21SA000FVA,"Intel Core Ultra 5 225U, 12 lõi (2P + 8E + 2LPE) / 14 luồng, Max Turbo up to 4.8GHz, 12MB","2 khe (1 x 16GB, nâng tối đa 64GB DDR5-5600)",Intel Graphics,"512GB SSD M.2 2280 PCIe 4.0x4 NVMe Opal 2.0 (Một ổ đĩa, SSD M.2 2280 lên đến 2TB)",16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits
Màn hình chống chói
Độ phủ màu 45% NTSC","46.5Wh, 65W USB-C (3-pin)",Free OS,Đen,22.590.000₫,,
Laptop Lenovo ThinkBook 16 G8 IRL 21SH0093VA,"Intel Core 5 210H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.2 / 4.8GHz, E-core 1.6 / 3.6GHz, 12MB","2 khe (1 x 16GB, nâng cấp tối đa 64GB DDR5-5600)",Intel Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Hỗ trợ tối đa 2 ổ M.2 2280 SSD, dung lượng đến 2TB mỗi ổ)",16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC","45Wh, 65W USB-C (3-pin)",Free OS,Xám,18.690.000₫,,
Laptop Lenovo V14 G5 IRL 83HD0062VA,"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core up to 4.6GHz, E-core up to 3.4GHz, 12MB","2 khe (1 x 16GB, nâng cấp tối đa 32GB)",Intel UHD Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (One drive, up to 1TB M.2 2242 SSD)",14 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC","47Wh, 65W USB-C (3-pin)",Free OS,Xám,14.590.000₫,,
Laptop Lenovo IdeaPad Slim 5 OLED 15ARP10 83J3002SVN,"AMD Ryzen 7 7735HS (8 lõi / 16 luồng, 3.2 / 4.75GHz, 4MB L2 / 16MB L3)",Onboard (Không nâng cấp),AMD Radeon 680M Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa 2x M.2 SSD, nâng cấp lên đến 1TB)",15.1 inches,2560 x 1600 (WQXGA),"DisplayHDR True Black 600
Độ phủ màu 100% DCI-P3
Độ sáng 500nits",70Wh (65W USB-C Slim (Gắn tường)),"Windows 11 Home Single Language, English",Xám,24.590.000₫,,
Laptop Lenovo ThinkPad E14 Gen 7 21SX002YVN,"Intel Core Ultra 7 255H, 16 lõi (6P + 8E + 2LPE) / 16 luồng, Max Turbo up to 5.1GHz, 24MB","2 khe (1x 16GB, nâng cấp tối đa 64GB)",Intel Arc 140T hoạt động như Intel Graphics,512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC","48Wh, 65W USB-C (3-pin)","Windows 11 Home Single Language, English (US) / English (UK)",Đen,27.990.000₫,,
Laptop Lenovo IdeaPad Slim 3 16IRH10 83K20004VN,"Intel Core i7-13620H, 10 lõi (6P + 4E) / 16 luồng, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB",8GB Soldered DDR5-4800 + 16GB SO-DIMM DDR5-4800 (Tối đa 24GB),Intel UHD Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD lên đến 1TB)",16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Độ phủ màu 45% NTSC
Màn hình chống chói","60Wh
Đầu tròn 65W (3 chân)","Windows 11 Home Single Language, English",Xám,21.990.000₫,5 sao/ (1 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | máy sử dụng tạm thời ok, nhân viên thì nhiệt tình"
Laptop Lenovo IdeaPad Flex 5 14ABR8 82XX00FVVN,"AMD Ryzen 5 5625U (6 lõi / 12 luồng, 2.3 / 4.3GHz, 3MB L2 / 16MB L3)",Không nâng cấp,AMD Radeon Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD)",14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Độ phủ màu 45% NTSC
TÜV Low Blue Light",52.5Wh (65W Round Tip (3-pin)),"Windows 11 Home Single Language, English",Xám,15.990.000₫,,
Laptop Lenovo IdeaPad Slim 3 15Q8X10 83N3002PVN,"Snapdragon X X1-26-100, 8C, Max Turbo up to 3.0GHz, 30MB",Không nâng cấp,Qualcomm Adreno,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Hỗ trợ tối đa 2 ổ M.2 2242 SSD, dung lượng tối đa 1TB mỗi ổ)",15.3 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC","60Wh, 65W Round Tip (3-pin)","Windows 11 Home Single Language (on ARM), English + Microsoft 365 Basic + Office Home 2024",Xám,16.490.000₫,,
Laptop Lenovo IdeaPad Slim 5 15ARP10 83J3001DVN,"AMD Ryzen 7 7735HS (8 lõi / 16 luồng, 3.2 / 4.75GHz, 4MB L2 / 16MB L3)",Không nâng cấp,AMD Radeon 680M Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD / M.2 2242 SSD lên đến 1TB)",15.1 inches,2560 x 1600 (WQXGA),"Độ sáng 500nits
Độ phủ màu 100% DCI-P3
DisplayHDR True Black 600","70Wh, 65W USB-C Slim (Wall-mount)","Windows 11 Home Single Language, English",Xám,21.490.000₫,,
Laptop Lenovo IdeaPad Slim 3 15IRH10 83K1000GVN,"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB","2 khe (1 x 8GB Onboard + 1 x 16GB, tối đa 24GB)",Intel UHD Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, nâng cấp lên đến 1TB)",15.3 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC",60Wh (Đầu tròn 65W (3 chân)),"Windows 11 Home Single Language, English",Xám,18.690.000₫,,
Laptop Lenovo IdeaPad Flex 5 14ABR8 82XX00DLVN,"AMD Ryzen 7 7730U (8 lõi / 16 luồng, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)",Không nâng cấp,AMD Radeon Graphics,"Ổ cứng SSD 512GB M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD, Một khe cắm M.2 2242 PCIe 3.0 x4)",14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Độ phủ màu 45% NTSC
TÜV Low Blue Light",52.5Wh,"Windows 11 Home Single Language, English",Xám,17.490.000₫,,
Laptop Lenovo Legion Pro 7 16IAX10H 83F500JGVN,"Intel Core Ultra 9 275HX, 24 lõi (8P + 16E) / 24 luồng, Max Turbo up to 5.4GHz, 36MB Intel Smart Cache","2 khe (2 x 16GB, tối đa 32GB DDR5-6400)","NVIDIA GeForce RTX 5070 Ti 12GB GDDR7, Boost Clock 2220MHz, TGP 140W, 992 AI TOPS","1TB SSD M.2 2242 PCIe 4.0x4 NVMe, tối đa 2TB",16 inches,2560 x 1600 (WQXGA),"Độ sáng 500 nits (điển hình) / 1100 nits (đỉnh)
Độ phủ màu 100% DCI-P3
Chuẩn DisplayHDR True Black 1000
Dolby Vision
G-SYNC
Giảm ánh sáng xanh
Hiệu năng chơi game cao
Chống nhấp nháy","80Wh, 400W Slim Tip (3-pin)","Windows 11 Home Single Language, English + Office Trial + Lenovo AI Now",Đen,83.990.000₫,,
Laptop Lenovo Yoga Slim 7 14ILL10 83JX0086VN,"Intel Core Ultra 5 226V, 8 lõi (4P + 4LPE) / 8 luồng, Max Turbo up to 4.5GHz, 8MB",Không nâng cấp,Intel Arc Graphics 130V,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD)",14 inches,2880 x 1800 pixels,"Độ sáng 1100nits (peak) / 500nits (typical)
Độ phủ màu 100% DCI-P3
Eyesafe
Dolby Vision
DisplayHDR True Black 1000
X-Rite
PureSight Pro","70Wh, 65W USB-C Slim (2-pin, Wall-mount)","Windows 11 Home Single Language, English + Microsoft 365 Basic + Office Home 2024",Xám,27.990.000₫,,
Laptop Lenovo IdeaPad Slim 3 15ARP10 83K700EWVN,"AMD Ryzen 7 7735HS (8 lõi / 16 luồng, 3.2 / 4.75GHz, 4MB L2 / 16MB L3)","2 khe (8GB Onboard + 8GB SODIMM, tối đa 24GB (8GB Onboard + 16GB SODIMM))",AMD Radeon 680M Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, up to 1TB)",15.3 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC","50Wh, 65W Round Tip (3-pin)","Windows 11 Home Single Language, English",Xám,17.490.000₫,,
Laptop Lenovo ThinkBook 16 G8 IRL 21SH0094VA,"Intel Core 5 210H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.2 / 4.8GHz, E-core 1.6 / 3.6GHz, 12MB","2 khe (1 x 16GB, nâng cấp tối đa 64GB)",Intel Graphics,"1TB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, mỗi ổ có dung lượng tối đa 2TB)",16 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC","45Wh, 65W USB-C (3-pin)",Free OS,Xám,19.990.000₫,,
Laptop Lenovo IdeaPad Slim 3 14IRH10 83K00009VN,"Intel Core i7-13620H, 10 lõi (6P + 4E) / 16 luồng, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB","2 khe (8GB Onboard + 16GB SO-DIMM, tối đa 24GB)",Intel UHD Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, nâng cấp lên đến 1TB)",14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC",60Wh (Đầu tròn 65W (3 chân),"Windows 11 Home Single Language, English",Xám,21.990.000₫,,
Laptop Lenovo V15 G5 IRL 83HF00BYVN,"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB","2 khe (2 x 8GB, nâng cấp tối đa 32GB DDR5-5200 offering)",Intel UHD Graphics,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD)",15.6 inches,1920 x 1080 pixels (FullHD),"Độ sáng 300nits
Màn hình chống chói
Độ phủ màu 45% NTSC","47Wh, 65W USB-C (3-pin)","Windows 11 Home Single Language, English (US) / English (UK)",Xám,16.290.000₫,,
Laptop Lenovo ThinkPad X9-15 Gen 1 Aura Edition 21Q60054VN,"Intel Core Ultra 7 258V, 8 lõi (4P + 4LPE) / 8 luồng, Max Turbo up to 4.8GHz, 12MB Intel Smart Cache",Onboard không nâng cấp,Intel Arc Graphics 140V,"1TB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0 (Một ổ đĩa, SSD M.2 2242 dung lượng lên đến 2TB.)",15.3 inches,2880 x 1800 pixels,"Độ sáng 500 nits
Chống chói / chống bám vân tay
Độ phủ màu DCI-P3 100%
DisplayHDR True Black 600
Dolby Vision","80Wh, 65W USB-C Slim GaN (3-pin)","Windows 11 Pro, English (US) / English (UK)",Xám,51.990.000₫,,
Laptop Lenovo Yoga Slim 7 14IMH9 83CV00D8VN,"Intel Core Ultra 5 125H, 14 lõi (4P + 8E + 2LPE) / 18 luồng, Max Turbo up to 4.5GHz, 18MB",Onboard không nâng cấp,Intel Arc Graphics,1TB SSD M.2 2242 PCIe 4.0x4 NVMe,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits
Độ phủ màu 100% DCI-P3
Eyesafe
Dolby Vision
DisplayHDR True Black 500","65Wh, 65W USB-C Slim (Wall-mount)","Windows 11 Home Single Language, English + Microsoft 365 Basic + Office Home 2024",Xám,24.990.000₫,,
Laptop Lenovo IdeaPad Slim 3 OLED 14IRH10 83K0000BVN,"Intel Core i5-13420H (8 lõi (4P + 4E) / 12 luồng, P-core 2.1/4.6GHz, E-core 1.5/3.4GHz, 12MB)",8GB Onboard + 8GB SO-DIMM DDR5-4800 (Nâng cấp tối đa 24GB (8GB Onboard + 16GB SO-DIMM)),Intel UHD Graphics,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits
Độ phủ màu 100% DCI-P3",Đầu tròn 65W (3 chân),"Windows 11 Home Single Language, English Office Trial",Xám,18.990.000₫,5 sao/ (2 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | nhân viên htr nhiệt tình || Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | nhân viên hỗ trợ nhiệt tình"
Laptop Lenovo ThinkPad X9-15 Gen 1 Aura Edition 21Q60050VN,"Intel Core Ultra 5 228V, 8C (4P + 4LPE) / 8T, Max Turbo up to 4.5GHz, 8MB",Onboard không nâng cấp,Intel Arc Graphics 130V,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe Opal 2.0 (Một ổ đĩa, tối đa 2TB M.2 2242 SSD)",15.3 inches,2880 x 1800 pixels,"Chống chói / Chống vân tay
Độ sáng 500nits
Độ phủ màu 100% DCI-P3
DisplayHDR True Black 600
Dolby Vision","80Wh, 65W USB-C Slim GaN (3-pin)","Windows 11 Pro, English (US) / English (UK) + Lenovo AI Now + Bộ hiệu suất kết nối Intel",Xám,44.490.000₫,,
Laptop Lenovo Yoga Slim 7 14ILL10 83JX0081VN,"Intel Core Ultra 7 258V, 8 lõi (4P + 4LPE) / 8 luồng, Max Turbo up to 4.8GHz, 12MB",Không nâng cấp,Intel Arc Graphics 140V,1TB SSD M.2 2242 PCIe 4.0x4 NVMe,14 inches,2880 x 1800 pixels,"Độ sáng 1100nits (cao nhất) / 500nits (trung bình)
Độ phủ màu 100% DCI-P3
Eyesafe
Dolby Vision
DisplayHDR True Black 1000
X-Rite
PureSight Pro","70Wh, 65W USB-C Slim (2-pin, Wall-mount)","Windows 11 Home Single Language, English + Microsoft 365 Basic + Office Home 2024 + Lenovo AI Now",Trắng kem,35.990.000₫,,
Laptop Lenovo Yoga 7 2-IN-1 14ILL10 83JQ0093VN,"Intel Core Ultra 7 258V, 8 lõi (4P + 4LPE) / 8 luồng, Max Turbo up to 4.8GHz, 12MB",Không nâng cấp,Intel Arc Graphics 140V,"1TB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD)",14 inches,2880 x 1800 pixels,"Độ sáng 1100nits (đỉnh) / 500nits (trung bình) Bóng / Chống vân tay
Độ phủ màu 100% DCI-P3
Dolby Vision
TÜV Low Blue Light
DisplayHDR True Black 1000",70Wh (65W USB-C (3-pin)),"Windows 11 Home Single Language, English + Microsoft 365 Basic + Office Home 2024 + Lenovo AI Now",Vàng,37.990.000₫,,
Laptop Lenovo IdeaPad Slim 5 14AKP10 83HX00ABVN,"AMD Ryzen AI 5 330 (4 lõi / 8 luồng, 2.0 / 4.5GHz, 4MB L2 / 8MB L3)","2 khe (2 x 8GB, nâng tối đa 32GB DDR5-5600)",AMD Radeon 820M Graphics,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (up to 1TB),14 inches,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits Glossy
Độ phủ màu 100% DCI-P3
DisplayHDR True Black 500","60Wh, 65W USB-C Slim (Wall-mount)","Windows 11 Home Single Language, English",Xám,21.290.000₫,,
