name,cpu,ram,gpu,storage,screen_size,screen_resolution,screen_tech,battery,os,color,price,rating,review_text
Mac mini M4 2024 10CPU 10GPU 24GB 512GB | Chính hãng Apple Việt Nam,"Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện
Neural Engine 16 lõi",24GB,GPU 10 lõi,512GB,,,"Hỗ trợ đồng thời đến ba màn hình
Đầu ra video kỹ thuật số Thunderbolt 4",,MacOS,Bạc,24.290.000₫,,
Mac mini M4 2024 10CPU 10GPU 16GB 512GB | Chính hãng Apple Việt Nam,"Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện
Neural Engine 16 lõi",16GB,GPU 10 lõi,512GB,,,"Hỗ trợ đồng thời đến ba màn hình
Đầu ra video kỹ thuật số Thunderbolt 4",,MacOS,Bạc,18.890.000₫,5 sao/ (1 đánh giá),ở bắc ninh có cửa hàng k ạ
MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 512GB | Chính hãng Apple Việt Nam,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,24GB,"GPU 10 lõi
Neural Engine 16 lõi
Công nghệ dò tia tốc độ cao bằng phần cứng
Băng thông bộ nhớ 120GB/s",512GB,13.6 inches,2560 x 1664 pixels,"Màn hình Liquid Retina
Có đèn nền LED
Mật độ 224 pixel mỗi inch
Độ sáng 500 nit
Hỗ trợ một tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone","Thời gian xem video trực tuyến lên đến 18 giờ
Thời gian duyệt web trên mạng không dây lên đến 15 giờ
Pin Li-Po 53.8 watt‑giờ tích hợp",MacOS,Đêm xanh thẳm,32.490.000₫,,
MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB Sạc 70W | Chính hãng Apple Việt Nam,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,16GB,"GPU 10 lõi
Neural Engine 16 lõi
Công nghệ dò tia tốc độ cao bằng phần cứng
Băng thông bộ nhớ 120GB/s",512GB,13.6 inches,2560 x 1664 pixels,"Màn hình Liquid Retina
Có đèn nền LED
Mật độ 224 pixel mỗi inch
Độ sáng 500 nit
Hỗ trợ một tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone","Thời gian xem video trực tuyến lên đến 18 giờ
Thời gian duyệt web trên mạng không dây lên đến 15 giờ
Pin Li-Po 53.8 watt‑giờ tích hợp",MacOS,Xanh da trời,30.490.000₫,,
MacBook Pro 14 M5 10CPU 10GPU 24GB 1TB | Chính hãng Apple Việt Nam,Chip Apple M5 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,24GB,"GPU 10 lõi
Neural Engine 16 lõi",1TB,14.2 inches,3024 x 1964 pixels,"Liquid Retina XDR
Tỷ lệ tương phản 1.000.000:1
Độ sáng XDR 1.000 nit toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)
Độ sáng SDR 1.000 nit (ngoài trời)
1 tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone
Công nghệ ProMotion","Thời gian xem video trực tuyến lên đến 24 giờ
Thời gian duyệt web trên mạng không dây lên đến 16 giờ
Pin Li-Po 72.4 watt-giờ",MacOS,Đen Không Gian,51.790.000₫,,
Mac mini M4 2024 10CPU 10GPU 24GB 256GB | Chính hãng Apple Việt Nam,"Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện
Neural Engine 16 lõi",24GB,GPU 10 lõi,256GB,,,"Hỗ trợ đồng thời đến ba màn hình
Đầu ra video kỹ thuật số Thunderbolt 4",,MacOS,Bạc,18.990.000₫,,
MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 512GB Sạc 70W | Chính hãng Apple Việt Nam,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,24GB,"GPU 10 lõi
Neural Engine 16 lõi
Công nghệ dò tia tốc độ cao bằng phần cứng
Băng thông bộ nhớ 120GB/s",512GB,13.6 inches,2560 x 1664 pixels,"Màn hình Liquid Retina
Có đèn nền LED
Mật độ 224 pixel mỗi inch
Độ sáng 500 nit
Hỗ trợ một tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone","Thời gian xem video trực tuyến lên đến 18 giờ
Thời gian duyệt web trên mạng không dây lên đến 15 giờ
Pin Li-Po 53.8 watt‑giờ tích hợp",MacOS,Bạc,33.990.000₫,,
MacBook Pro 14 M5 10CPU 10GPU 24GB 512GB | Chính hãng Apple Việt Nam,Chip Apple M5 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,24GB,"GPU 10 lõi
Neural Engine 16 lõi",512GB,14.2 inches,3024 x 1964 pixels,"Liquid Retina XDR
Tỷ lệ tương phản 1.000.000:1
Độ sáng XDR 1.000 nit toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)
Độ sáng SDR 1.000 nit (ngoài trời)
1 tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone
Công nghệ ProMotion","Thời gian xem video trực tuyến lên đến 24 giờ
Thời gian duyệt web trên mạng không dây lên đến 16 giờ
Pin Li-Po 72.4 watt-giờ",MacOS,Bạc,46.890.000₫,,
MacBook Air M4 15 inch 2025 10CPU 10GPU 16GB 512GB | Chính hãng Apple Việt Nam,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,16GB,"GPU 10 lõi
Neural Engine 16 lõi
Công nghệ dò tia tốc độ cao bằng phần cứng
Băng thông bộ nhớ 120GB/s",512GB,15.3 inches,2880 x 1864 pixels,"Màn hình Liquid Retina
Có đèn nền LED
Mật độ 224 pixel mỗi inch
Độ sáng 500 nit
Hỗ trợ một tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone","Thời gian xem video trực tuyến lên đến 18 giờ
Thời gian duyệt web trên mạng không dây lên đến 15 giờ
Pin Li-Po 66.5 watt‑giờ tích hợp",MacOS,Xanh da trời,33.490.000₫,,
Mac mini M4 Pro 2024 12CPU 16GPU 24GB 512GB | Chính hãng Apple Việt Nam,"Apple M4 Pro 12 lõi với 8 lõi hiệu năng và 4 lõi tiết kiệm điện
Neural Engine 16 lõi",24GB,GPU 16 lõi,512GB,,,"Hỗ trợ đồng thời đến ba màn hình
Đầu ra video kỹ thuật số Thunderbolt 5
Đầu ra video màn hình HDMI",,MacOS,Bạc,33.390.000₫,,
iMac M4 2024 24 inch 8CPU 8GPU 16GB 256GB | Chính hãng Apple Việt Nam,"Apple M4 8 lõi với 4 lõi hiệu năng và 4 lõi tiết kiệm điện
Neural Engine 16 lõi",16GB,GPU 8 lõi,256GB,24 inches,4480 x 2520 (4.5K),"Màn hình Retina 4.5K
1 tỷ màu
Độ sáng 500 nit
Dải màu rộng (P3)
Công nghệ True Tone",,MacOS,Xanh,32.990.000₫,,
Apple Mac Studio M4 Max 2025 14CPU 32GPU 36GB 512GB | Chính hãng Apple Việt Nam,CPU 14 lõi với 10 lõi hiệu năng và 4 lõi tiết kiệm điện,36GB,"GPU 32 lõi
Neural Engine 16 lõi
Công nghệ dò tia tốc độ cao bằng phần cứng
Băng thông bộ nhớ 410GB/s",512GB,,,Hỗ trợ đồng thời lên đến năm màn hình,,MacOS,Bạc,54.990.000₫,,
MacBook Pro 14 M5 10CPU 10GPU 16GB 1TB | Chính hãng Apple Việt Nam,Chip Apple M5 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,16GB,"GPU 10 lõi
Neural Engine 16 lõi",1TB,14.2 inches,3024 x 1964 pixels,"Liquid Retina XDR
Tỷ lệ tương phản 1.000.000:1
Độ sáng XDR 1.000 nit toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)
Độ sáng SDR 1.000 nit (ngoài trời)
1 tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone
Công nghệ ProMotion","Thời gian xem video trực tuyến lên đến 24 giờ
Thời gian duyệt web trên mạng không dây lên đến 16 giờ
Pin Li-Po 72.4 watt-giờ",MacOS,Đen Không Gian,46.890.000₫,,
MacBook Pro 14 M5 10CPU 10GPU 16GB 512GB Nano | Chính hãng Apple Việt Nam,Chip Apple M5 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,16GB,"GPU 10 lõi
Neural Engine 16 lõi",512GB,14.2 inches,3024 x 1964 pixels,"Màn hình Nano-texture
Liquid Retina XDR
Tỷ lệ tương phản 1.000.000:1
Độ sáng XDR 1.000 nit toàn màn hình, tối đa 1.600 nit (HDR)
SDR 1.000 nit (ngoài trời)
1 tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone
Công nghệ ProMotion","Thời gian xem video trực tuyến lên đến 24 giờ
Thời gian duyệt web trên mạng không dây lên đến 16 giờ
Pin Li-Po 72.4 watt-giờ",MacOS,Đen Không Gian,42.590.000₫,,
MacBook Pro 14 M5 10CPU 10GPU 24GB 512GB Nano | Chính hãng Apple Việt Nam,Chip Apple M5 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,24GB,"GPU 10 lõi
Neural Engine 16 lõi",512GB,14.2 inches,3024 x 1964 pixels,"Màn hình Nano-texture
Liquid Retina XDR
Tỷ lệ tương phản 1.000.000:1
Độ sáng XDR 1.000 nit toàn màn hình, tối đa 1.600 nit (HDR)
SDR 1.000 nit (ngoài trời)
1 tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone
Công nghệ ProMotion","Thời gian xem video trực tuyến lên đến 24 giờ
Thời gian duyệt web trên mạng không dây lên đến 16 giờ
Pin Li-Po 72.4 watt-giờ",MacOS,Bạc,48.390.000₫,,
MacBook Pro 14 M5 10CPU 10GPU 32GB 512GB Nano | Chính hãng Apple Việt Nam,Chip Apple M5 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,32GB,"GPU 10 lõi
Neural Engine 16 lõi",512GB,14.2 inches,3024 x 1964 pixels,"Màn hình Nano-texture
Liquid Retina XDR
Tỷ lệ tương phản 1.000.000:1
Độ sáng XDR 1.000 nit toàn màn hình, tối đa 1.600 nit (HDR)
SDR 1.000 nit (ngoài trời)
1 tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone
Công nghệ ProMotion","Thời gian xem video trực tuyến lên đến 24 giờ
Thời gian duyệt web trên mạng không dây lên đến 16 giờ
Pin Li-Po 72.4 watt-giờ",MacOS,Đen Không Gian,55.460.000₫,,
MacBook Pro 14 M5 10CPU 10GPU 16GB 512GB Sạc 96W | Chính hãng Apple Việt Nam,Chip Apple M5 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,16GB,"GPU 10 lõi
Neural Engine 16 lõi",512GB,14.2 inches,3024 x 1964 pixels,"Liquid Retina XDR
Tỷ lệ tương phản 1.000.000:1
Độ sáng XDR 1.000 nit toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)
Độ sáng SDR 1.000 nit (ngoài trời)
1 tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone
Công nghệ ProMotion","Thời gian xem video trực tuyến lên đến 24 giờ
Thời gian duyệt web trên mạng không dây lên đến 16 giờ
Pin Li-Po 72.4 watt-giờ",MacOS,Bạc,41.890.000₫,,
MacBook Air M4 15 inch 2025 10CPU 10GPU 16GB 256GB Sạc 70W | Chính hãng Apple Việt Nam,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,16GB,"GPU 10 lõi
Neural Engine 16 lõi
Công nghệ dò tia tốc độ cao bằng phần cứng
Băng thông bộ nhớ 120GB/s",256GB,15.3 inches,2880 x 1864 pixels,"Màn hình Liquid Retina
Có đèn nền LED
Mật độ 224 pixel mỗi inch
Độ sáng 500 nit
Hỗ trợ một tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone","Thời gian xem video trực tuyến lên đến 18 giờ
Thời gian duyệt web trên mạng không dây lên đến 15 giờ
Pin Li-Po 66.5 watt‑giờ tích hợp",MacOS,Đêm xanh thẳm,29.990.000₫,5 sao/ (1 đánh giá),"Thời lượng pin Cực khoẻ | Hiệu năng Mượt mà, đa nhiệm tốt | Chất lượng hiển thị của màn hình Siêu đẹp | mua hàng còn được tặng quà, nhân viên quá dễ thương"
MacBook Pro 14 M4 Pro 12CPU 16GPU 24GB 512GB Sạc 96W | Chính hãng Apple Việt Nam,Apple M4 Pro 12 lõi với 8 lõi hiệu năng và 4 lõi tiết kiệm điện,24GB,"16 lõi
Neural Engine 16 lõi",512GB,14.2 inches,3024 x 1964 pixels,"Màn hình Liquid Retina XDR
XDR (Extreme Dynamic Range)
Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)
1 tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone
Hỗ trợ tối đa hai màn hình ngoài","Pin Li-Po 72.4 watt-giờ
Thời gian xem video trực tuyến lên đến 22 giờ
Thời gian duyệt web trên mạng không dây lên đến 14 giờ",MacOS,Đen,51.090.000₫,,
Mac mini M4 2024 10CPU 10GPU 32GB 512GB | Chính hãng Apple Việt Nam,"Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện
Neural Engine 16 lõi",32GB,GPU 10 lõi,512GB,,,"Hỗ trợ đồng thời đến ba màn hình
Đầu ra video kỹ thuật số Thunderbolt 4",,MacOS,Bạc,28.990.000₫,5 sao/ (2 đánh giá),Tốt || Tốt
MacBook Air M4 15 inch 2025 10CPU 10GPU 24GB 512GB Sạc 70W | Chính hãng Apple Việt Nam,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,24GB,"GPU 10 lõi
Neural Engine 16 lõi
Công nghệ dò tia tốc độ cao bằng phần cứng
Băng thông bộ nhớ 120GB/s",512GB,15.3 inches,2880 x 1864 pixels,"Màn hình Liquid Retina
Có đèn nền LED
Mật độ 224 pixel mỗi inch
Độ sáng 500 nit
Hỗ trợ một tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone","Thời gian xem video trực tuyến lên đến 18 giờ
Thời gian duyệt web trên mạng không dây lên đến 15 giờ
Pin Li-Po 66.5 watt‑giờ tích hợp",MacOS,Xanh da trời,39.590.000₫,,
MacBook Pro 16 M4 Pro 14CPU 20GPU 24GB 512GB | Chính hãng Apple Việt Nam,Apple M4 Pro 14 lõi với 10 lõi hiệu năng và 4 lõi tiết kiệm điện,24GB,"20 lõi
Neural Engine 16 lõi",512GB,16.2 inches,3456 x 2234 pixels,"Màn hình Liquid Retina XDR
XDR (Extreme Dynamic Range)
Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)
1 tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone
Hỗ trợ tối đa 2 màn hình ngoài","Pin Li-Po 100 watt-giờ
Thời gian xem video trực tuyến lên đến 24 giờ
Thời gian duyệt web trên mạng không dây lên đến 17 giờ",MacOS,Đen,63.990.000₫,4 sao/ (2 đánh giá),"Máy mới nhưng bảo quản vỏ hộp không tốt. Vì cơ sở còn 1 máy mà tôi cần gấp nên lấy hàng chứ vỏ hộp nhìn như đồ cũ, bong tróc, bẩn. || Máy mới nhưng bảo quản vỏ hộp không tốt. Vì cơ sở còn 1 máy mà tôi cần gấp nên lấy hàng chứ vỏ hộp nhìn như đồ cũ, bong tróc, bẩn."
Mac mini M4 2024 10CPU 10GPU 24GB 1TB | Chính hãng Apple Việt Nam,"Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện
Neural Engine 16 lõi",24GB,GPU 10 lõi,1TB,,,"Hỗ trợ đồng thời đến ba màn hình
Đầu ra video kỹ thuật số Thunderbolt 4",,MacOS,Bạc,29.560.000₫,,
MacBook Air M4 13 inch 2025 10CPU 10GPU 24GB 256GB | Chính hãng Apple Việt Nam,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,24GB,"GPU 10 lõi
Neural Engine 16 lõi
Công nghệ dò tia tốc độ cao bằng phần cứng
Băng thông bộ nhớ 120GB/s",256GB,13.6 inches,2560 x 1664 pixels,"Màn hình Liquid Retina
Có đèn nền LED
Mật độ 224 pixel mỗi inch
Độ sáng 500 nit
Hỗ trợ một tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone","Thời gian xem video trực tuyến lên đến 18 giờ
Thời gian duyệt web trên mạng không dây lên đến 15 giờ
Pin Li-Po 53.8 watt‑giờ tích hợp",MacOS,Đêm xanh thẳm,30.790.000₫,,
MacBook Pro 14 M4 Max 14CPU 32GPU 36GB 1TB Nano | Chính hãng Apple Việt Nam,Chip Apple M4 Max 14 lõi với 10 lõi hiệu năng và 4 lõi tiết kiệm điện,36GB,"32 lõi
Neural Engine 16 lõi",1TB,14.2 inches,3024 x 1964 pixels,"Màn hình Nano-texture
Màn hình Liquid Retina XDR
XDR (Extreme Dynamic Range)
Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)
1 tỷ màu
Dải màu rộng (P3)
Công nghệ True Tone","Pin Li-Po 72.4 watt-giờ
Thời gian xem video trực tuyến lên đến 18 giờ
Thời gian duyệt web trên mạng không dây lên đến 13 giờ",MacOS,Đen,82.990.000₫,,
